Player,Team,Age,G,GS,CG,SHO,IP,H,ER,K,BB,HR,W,L,SV,BS,HLD,ERA,WHIP,AB,2B,3B,HBP,Season,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days,League,City,Mascot
Stuart Overton,HIA,33,27,0,0,0,32.0,26,11,40,21,3,1,1,0,1,4,3.09,1.47,122.0,0,0,0,2022,0.3288590604026846,47,96.0,5.296296296296297,0,100,Healthy,0,ACB,Hialeah,list
Yadier Megill,VIC,26,26,3,0,0,32.0,39,17,31,7,3,0,2,1,1,3,4.78,1.44,135.0,0,0,0,2022,0.32432432432432434,46,96.0,5.461538461538462,0,100,Healthy,0,ACB,Victorville,Mastodon
Taylor Barrera,FAY,30,7,7,0,0,31.1,47,29,16,8,6,3,3,0,0,0,8.33,1.76,140.3,0,0,0,2022,0.3697478991596639,55,93.30000000000001,21.185714285714287,0,100,Healthy,0,ACB,Fayetteville,Fancy mouse
Dallas O'Neill,ROU,36,34,0,0,0,31.1,38,15,40,4,5,1,0,0,1,6,4.31,1.34,131.3,0,0,0,2022,0.30875576036866365,42,93.30000000000001,3.979411764705883,0,100,Healthy,0,ACB,Round Lake Beach,Bobcat
Brock Downs,KAN,27,7,7,0,0,31.0,32,21,21,17,11,1,3,0,0,0,6.1,1.58,125.0,0,0,0,2022,0.34497816593886466,49,93.0,20.285714285714285,0,100,Healthy,0,ACB,Kansas City,Goldfish
Triston Diaz,LAK,25,11,3,0,0,30.2,35,20,28,13,4,0,3,1,0,0,5.87,1.57,125.6,0,0,0,2022,0.3435448577680525,48,90.6,12.6,0,100,Healthy,0,NNL,Lakewood,Bug
Scott Misiewicz,GRA,25,7,7,0,0,30.2,23,11,28,16,1,2,2,0,0,0,3.23,1.27,113.6,0,0,0,2022,0.29742388758782207,39,90.6,18.514285714285712,0,100,Healthy,0,ACB,Grayslake,Whitefish
Eddie Moniak,CAN,26,29,0,0,0,30.1,26,10,27,17,2,2,3,4,2,3,2.97,1.42,116.30000000000001,0,0,0,2022,0.3212669683257918,43,90.30000000000001,4.596551724137932,0,100,Healthy,0,NNL,Canton,Donkey
Greg Acuna,FAY,30,29,0,0,0,30.0,26,11,36,13,5,1,3,12,4,1,3.3,1.3,116.0,0,0,0,2022,0.3023255813953489,39,90.0,4.448275862068965,0,100,Healthy,0,ACB,Fayetteville,Fancy mouse
Adam Cano,GIL,25,6,6,0,0,30.0,21,15,29,14,3,2,3,0,0,0,4.5,1.17,111.0,0,0,0,2022,0.2805755395683453,35,90.0,20.833333333333332,0,100,Healthy,0,NNL,Gilbert,Sawfish
Daniel Vaughn,ROU,29,27,1,0,0,30.0,23,23,43,21,7,0,4,0,0,2,6.9,1.47,113.0,0,0,0,2022,0.3288590604026846,44,90.0,4.962962962962963,0,100,Healthy,0,ACB,Round Lake Beach,Bobcat
Maikel Brosseau,GRA,25,7,5,0,0,29.2,42,35,25,15,12,0,4,0,0,0,10.62,1.92,129.6,0,0,0,2022,0.3902439024390244,57,87.6,20.657142857142855,0,100,Healthy,0,NNL,Grayslake,Whitefish
Mike Brogdon,SAN,29,30,0,0,0,29.1,27,11,30,11,1,1,1,1,2,4,3.38,1.3,114.30000000000001,0,0,0,2022,0.3023255813953489,38,87.30000000000001,4.176666666666667,0,100,Healthy,0,NNL,Santa Rosa,Catfish
Aaron Law,GIL,26,7,6,0,0,29.1,32,15,24,10,6,1,0,0,0,0,4.6,1.43,119.30000000000001,0,0,0,2022,0.3227990970654628,42,87.30000000000001,18.47142857142857,0,100,Healthy,0,NNL,Gilbert,Sawfish
Sergio Call,VIC,31,29,0,0,0,29.0,35,19,17,10,1,1,0,1,0,4,5.9,1.55,122.0,0,0,0,2022,0.34065934065934067,45,87.0,4.551724137931035,0,100,Healthy,0,ACB,Victorville,Mastodon
Zach Richards,LAF,28,34,0,0,0,29.0,27,13,31,15,2,5,0,0,1,9,4.03,1.45,114.0,0,0,0,2022,0.32584269662921345,42,87.0,3.7941176470588234,0,100,Healthy,0,NNL,Lafayette,Sockeye salmon
Jared Vavra,SAN,30,29,0,0,0,29.0,25,17,21,14,4,2,1,0,0,1,5.28,1.34,112.0,0,0,0,2022,0.30875576036866365,39,87.0,4.344827586206897,0,100,Healthy,0,NNL,Santa Rosa,Catfish
Andrew Bielak,GRA,29,14,2,0,0,28.2,22,11,23,8,4,2,0,0,0,0,3.45,1.05,106.6,0,0,0,2022,0.2592592592592593,30,84.6,8.185714285714285,0,100,Healthy,0,NNL,Grayslake,Whitefish
Thairo Benintendi,LAK,30,8,3,0,0,28.2,31,15,25,7,2,0,1,0,0,0,4.71,1.33,115.6,0,0,0,2022,0.3071593533487298,38,84.6,15.325,0,100,Healthy,0,NNL,Lakewood,Bug
Mason Blackmon,SAN,29,29,0,0,0,28.2,27,14,22,12,5,2,2,0,1,4,4.4,1.36,111.6,0,0,0,2022,0.3119266055045872,39,84.6,4.2620689655172415,0,100,Healthy,0,NNL,Santa Rosa,Catfish
Steven Bogaerts,JOL,22,7,7,0,0,28.2,33,21,24,12,7,1,3,0,0,0,6.59,1.57,117.6,0,0,0,2022,0.3435448577680525,45,84.6,18.514285714285712,0,100,Healthy,0,NNL,Joliet,Ocelot
Erasmo Harper,ANA,31,25,0,0,0,28.1,35,20,27,15,4,1,2,1,1,1,6.35,1.76,119.30000000000001,0,0,0,2022,0.3697478991596639,50,84.30000000000001,5.372000000000001,0,100,Healthy,0,NNL,Anaheim,American robin
Bryce Heim,COL,30,27,0,0,0,28.0,25,12,27,11,4,2,0,0,0,2,3.86,1.29,109.0,0,0,0,2022,0.30069930069930073,36,84.0,4.444444444444445,0,100,Healthy,0,ACB,Columbus,Domestic dromedary camel
Miguel Hembree,HIA,28,12,2,0,0,28.0,23,12,21,11,4,0,1,0,0,1,3.86,1.21,107.0,0,0,0,2022,0.28741092636579574,34,84.0,9.833333333333334,0,100,Healthy,0,ACB,Hialeah,list
Anthony Cano,LAK,39,34,0,0,0,27.1,33,14,17,9,7,1,1,0,2,14,4.61,1.54,114.30000000000001,0,0,0,2022,0.3392070484581498,42,81.30000000000001,3.6264705882352946,0,100,Healthy,0,NNL,Lakewood,Bug
Isaac Bautista,GRA,27,22,0,0,0,27.0,22,11,21,13,1,3,1,1,0,2,3.67,1.3,103.0,0,0,0,2022,0.3023255813953489,35,81.0,5.2727272727272725,0,100,Healthy,0,ACB,Grayslake,Whitefish
Hunter Mondesi,ROU,26,25,0,0,0,27.0,25,14,21,12,3,2,1,1,1,3,4.67,1.37,106.0,0,0,0,2022,0.3135011441647597,37,81.0,4.72,0,100,Healthy,0,ACB,Round Lake Beach,Bobcat
Tony Alzolay,AKR,23,6,6,0,0,27.0,27,15,30,9,5,1,2,0,0,0,5.0,1.33,108.0,0,0,0,2022,0.3071593533487298,36,81.0,19.5,0,100,Healthy,0,NNL,Akron,Lungfish
Willson Bazardo,TEM,36,6,6,0,0,27.0,32,17,16,4,5,2,0,0,0,0,5.67,1.33,113.0,0,0,0,2022,0.3071593533487298,36,81.0,19.5,0,100,Healthy,0,NNL,Tempe,Mockingbird
Brett Knizner,TEM,31,26,1,0,0,26.2,31,20,23,7,4,0,3,0,1,1,6.75,1.43,109.6,0,0,0,2022,0.3227990970654628,38,78.6,4.484615384615385,0,100,Healthy,0,NNL,Tempe,Mockingbird
Andrew Davis,PHO,29,32,0,0,0,26.2,30,7,30,10,2,2,1,2,4,10,2.36,1.5,108.6,0,0,0,2022,0.3333333333333333,40,78.6,3.70625,0,100,Healthy,0,NNL,Phoenix,Water buffalo breeds
Zach McCormick,SIM,29,24,1,0,0,26.1,28,7,20,11,0,1,1,0,1,5,2.39,1.48,106.30000000000001,0,0,0,2022,0.33035714285714285,39,78.30000000000001,4.8875,0,100,Healthy,0,ACB,Simi Valley,Dog
Jordan Strickland,TOR,33,28,0,0,0,26.1,17,1,30,5,0,0,0,1,1,15,0.34,0.84,95.30000000000001,0,0,0,2022,0.21875,22,78.30000000000001,3.5821428571428577,0,100,Healthy,0,ACB,Torrance,Hare
Seiya Effross,MON,32,25,0,0,0,26.1,27,19,29,10,6,1,1,0,1,4,6.49,1.41,105.30000000000001,0,0,0,2022,0.31972789115646255,37,78.30000000000001,4.612,0,100,Healthy,0,ACB,Montgomery,Earthworm
Daulton Joe,LON,27,25,0,0,0,26.1,29,12,28,8,5,5,0,1,1,1,4.1,1.41,107.30000000000001,0,0,0,2022,0.31972789115646255,37,78.30000000000001,4.612,0,100,Healthy,0,NNL,Long Beach,Horse
Anthony Baty,FAY,28,16,3,0,0,26.1,24,15,12,11,6,2,2,0,0,1,5.13,1.33,102.30000000000001,0,0,0,2022,0.3071593533487298,35,78.30000000000001,7.081250000000001,0,100,Healthy,0,ACB,Fayetteville,Fancy mouse
Reid Lowe,KAN,37,30,0,0,0,26.1,31,13,28,10,5,0,2,1,0,1,4.44,1.56,109.30000000000001,0,0,0,2022,0.3421052631578947,41,78.30000000000001,3.976666666666667,0,100,Healthy,0,ACB,Kansas City,Goldfish
David Cabrera,LAK,25,5,5,0,0,26.0,26,11,21,6,4,1,2,0,0,0,3.81,1.23,104.0,0,0,0,2022,0.2907801418439716,32,78.0,22.0,0,100,Healthy,0,NNL,Lakewood,Bug
Danny Gibaut,GRA,25,26,0,0,0,25.2,22,14,26,11,3,0,3,3,2,2,4.91,1.29,97.6,0,0,0,2022,0.30069930069930073,33,75.6,4.176923076923076,0,100,Healthy,0,ACB,Grayslake,Whitefish
Johan Hall,TEM,35,28,0,0,0,25.2,19,5,28,10,5,2,0,0,0,7,1.75,1.13,94.6,0,0,0,2022,0.27360774818401934,29,75.6,3.7357142857142853,0,100,Healthy,0,NNL,Tempe,Mockingbird
Jordan Culberson,LAF,27,22,0,0,0,25.2,25,9,26,6,2,2,2,0,1,1,3.16,1.21,100.6,0,0,0,2022,0.28741092636579574,31,75.6,4.845454545454545,0,100,Healthy,0,NNL,Lafayette,Sockeye salmon
Michael Civale,VIC,25,14,1,0,0,25.1,26,9,26,7,4,2,1,0,0,0,3.2,1.3,101.30000000000001,0,0,0,2022,0.3023255813953489,33,75.30000000000001,7.735714285714287,0,100,Healthy,0,ACB,Victorville,Mastodon
Jose Naylor,JOL,26,8,2,0,0,25.1,15,13,26,19,2,1,1,0,0,0,4.62,1.34,90.30000000000001,0,0,0,2022,0.30875576036866365,34,75.30000000000001,13.662500000000001,0,100,Healthy,0,NNL,Joliet,Ocelot
Elvin Crismatt,MON,33,26,0,0,0,25.0,27,14,30,9,4,2,0,1,0,6,5.04,1.44,102.0,0,0,0,2022,0.32432432432432434,36,75.0,4.269230769230769,0,100,Healthy,0,ACB,Montgomery,Earthworm
Sam Phillips,GRA,34,28,0,0,0,25.0,15,3,23,19,0,1,0,0,0,5,1.08,1.36,90.0,0,0,0,2022,0.3119266055045872,34,75.0,3.892857142857143,0,100,Healthy,0,NNL,Grayslake,Whitefish
Andrew McKenzie,SIM,25,8,0,0,0,25.0,33,16,28,8,3,1,2,0,0,0,5.76,1.64,108.0,0,0,0,2022,0.35344827586206895,41,75.0,14.5,0,100,Healthy,0,ACB,Simi Valley,Dog
Jarren Pepiot,GIL,36,26,0,0,0,24.2,12,4,34,1,1,3,1,2,1,4,1.46,0.53,84.6,0,0,0,2022,0.15014164305949007,13,72.6,3.292307692307692,0,100,Healthy,0,NNL,Gilbert,Sawfish
Justin Cabrera,ANA,32,26,0,0,0,24.2,25,16,21,14,5,1,3,2,6,7,5.84,1.58,97.6,0,0,0,2022,0.34497816593886466,39,72.6,4.292307692307692,0,100,Healthy,0,NNL,Anaheim,American robin
Max Fraley,FAY,25,24,0,0,0,24.2,19,8,15,9,2,1,1,1,1,0,2.92,1.14,91.6,0,0,0,2022,0.2753623188405797,28,72.6,4.191666666666666,0,100,Healthy,0,ACB,Fayetteville,Fancy mouse
Alex Chapman,AKR,30,22,2,0,0,24.1,7,0,25,5,0,4,0,1,1,7,0.0,0.49,79.30000000000001,0,0,0,2022,0.14040114613180515,12,72.30000000000001,3.8318181818181825,0,100,Healthy,0,NNL,Akron,Lungfish
Cristopher Gallo,LAK,30,26,0,0,0,24.1,30,10,22,8,3,2,2,1,0,7,3.7,1.56,102.30000000000001,0,0,0,2022,0.3421052631578947,38,72.30000000000001,4.242307692307692,0,100,Healthy,0,NNL,Lakewood,Bug
Erick Peralta,SAN,25,4,4,0,0,24.1,20,4,24,7,2,3,0,0,0,0,1.48,1.11,92.30000000000001,0,0,0,2022,0.27007299270072993,27,72.30000000000001,24.825000000000003,0,100,Healthy,0,NNL,Santa Rosa,Catfish
Kevin Flaherty,GRA,24,12,1,0,0,24.1,31,24,16,16,3,1,1,1,0,0,8.88,1.93,103.30000000000001,0,0,0,2022,0.39148073022312374,47,72.30000000000001,9.941666666666668,0,100,Healthy,0,ACB,Grayslake,Whitefish
Tanner Dubon,GIL,36,25,0,0,0,24.1,17,6,30,5,1,2,3,5,1,9,2.22,0.9,89.30000000000001,0,0,0,2022,0.23076923076923078,22,72.30000000000001,3.7720000000000002,0,100,Healthy,0,NNL,Gilbert,Sawfish
Luke Rosario,AKR,29,24,0,0,0,24.0,13,3,38,3,1,0,0,8,0,6,1.13,0.67,85.0,0,0,0,2022,0.18256130790190736,16,72.0,3.6666666666666665,0,100,Healthy,0,NNL,Akron,Lungfish
Jose Jankowski,KAN,35,9,7,0,0,24.0,17,17,23,15,3,2,4,0,0,0,6.38,1.33,89.0,0,0,0,2022,0.3071593533487298,32,72.0,11.555555555555555,0,100,Healthy,0,ACB,Kansas City,Goldfish
Hunter Lopez,HIA,31,16,0,0,0,24.0,22,9,28,10,3,0,1,1,0,2,3.38,1.33,94.0,0,0,0,2022,0.3071593533487298,32,72.0,6.5,0,100,Healthy,0,ACB,Hialeah,list
Didi Ortega,COL,32,25,0,0,0,24.0,21,2,27,6,0,1,1,0,0,10,0.75,1.13,93.0,0,0,0,2022,0.27360774818401934,27,72.0,3.96,0,100,Healthy,0,ACB,Columbus,Domestic dromedary camel
Joc Thornton,GIL,30,22,0,0,0,23.2,17,11,27,10,5,0,0,0,0,0,4.18,1.14,86.6,0,0,0,2022,0.2753623188405797,27,69.6,4.390909090909091,0,100,Healthy,0,NNL,Gilbert,Sawfish
Jose Shaw,COL,29,14,0,0,0,23.2,24,10,12,3,4,3,0,0,0,1,3.8,1.14,93.6,0,0,0,2022,0.2753623188405797,27,69.6,6.8999999999999995,0,100,Healthy,0,ACB,Columbus,Domestic dromedary camel
Mark Plawecki,MON,26,14,0,0,0,23.2,30,16,17,6,2,1,0,1,0,0,6.08,1.52,99.6,0,0,0,2022,0.336283185840708,36,69.6,7.542857142857143,0,100,Healthy,0,ACB,Montgomery,Earthworm
Jake Yelich,COL,29,18,0,0,0,23.2,25,16,23,9,7,1,0,0,1,2,6.08,1.44,94.6,0,0,0,2022,0.32432432432432434,34,69.6,5.7555555555555555,0,100,Healthy,0,ACB,Columbus,Domestic dromedary camel
Eric Bradish,GIL,25,24,0,0,0,23.2,22,10,13,6,4,1,1,1,1,3,3.8,1.18,91.6,0,0,0,2022,0.2822966507177034,28,69.6,4.066666666666666,0,100,Healthy,0,NNL,Gilbert,Sawfish
Aledmys Strickland,CHE,26,7,5,0,0,23.2,21,6,23,12,3,1,2,0,0,1,2.28,1.39,90.6,0,0,0,2022,0.31662870159453305,33,69.6,14.657142857142857,0,100,Healthy,0,NNL,Chesapeake,Viper
Michael Mendick,HIA,32,23,0,0,0,23.2,26,19,23,11,4,0,0,1,0,1,7.23,1.56,95.6,0,0,0,2022,0.3421052631578947,37,69.6,4.634782608695652,0,100,Healthy,0,ACB,Hialeah,list
Yoan Gutierrez,RIC,38,22,0,0,0,23.1,16,7,30,16,2,1,3,6,3,3,2.7,1.37,85.30000000000001,0,0,0,2022,0.3135011441647597,32,69.30000000000001,4.604545454545455,0,100,Healthy,0,ACB,Richmond County,Bovid
Cody Anderson,COL,32,24,0,0,0,23.0,20,14,36,10,6,3,3,3,3,4,5.48,1.3,89.0,0,0,0,2022,0.3023255813953489,30,69.0,4.125,0,100,Healthy,0,ACB,Columbus,Domestic dromedary camel
Miguel Thompson,COL,37,25,1,0,0,23.0,16,11,29,8,6,0,2,2,4,9,4.3,1.04,85.0,0,0,0,2022,0.25742574257425743,24,69.0,3.72,0,100,Healthy,0,ACB,Columbus,Domestic dromedary camel
Yandy Martinez,VIC,32,20,0,0,0,22.2,22,7,23,12,0,5,0,0,0,0,2.78,1.5,88.6,0,0,0,2022,0.3333333333333333,34,66.6,5.029999999999999,0,100,Healthy,0,ACB,Victorville,Mastodon
Matt Lauer,LAK,30,23,0,0,0,22.2,23,11,18,14,1,0,1,4,2,1,4.37,1.63,89.6,0,0,0,2022,0.3520518358531317,37,66.6,4.504347826086956,0,100,Healthy,0,NNL,Lakewood,Bug
Cole Lyles,ROU,29,17,1,0,0,22.2,26,23,24,15,7,2,1,0,0,2,9.13,1.81,92.6,0,0,0,2022,0.37629937629937626,41,66.6,6.329411764705882,0,100,Healthy,0,ACB,Round Lake Beach,Bobcat
Steven Reyes,AKR,32,21,3,0,0,22.1,16,6,17,5,3,2,0,0,0,3,2.42,0.94,82.30000000000001,0,0,0,2022,0.23857868020304568,21,66.30000000000001,4.1571428571428575,0,100,Healthy,0,NNL,Akron,Lungfish
Cody Sands,CAN,29,19,1,0,0,22.1,25,16,32,11,4,1,0,0,0,1,6.45,1.61,91.30000000000001,0,0,0,2022,0.3492407809110629,36,66.30000000000001,5.3842105263157904,0,100,Healthy,0,NNL,Canton,Donkey
Yu Urshela,LAK,27,5,5,0,0,22.1,25,10,20,2,0,1,2,0,0,0,4.03,1.21,91.30000000000001,0,0,0,2022,0.28741092636579574,27,66.30000000000001,18.660000000000004,0,100,Healthy,0,NNL,Lakewood,Bug
Alex Ragans,SAN,27,7,2,0,0,22.1,25,12,21,12,3,0,1,0,0,0,4.84,1.66,91.30000000000001,0,0,0,2022,0.3562231759656652,37,66.30000000000001,14.757142857142858,0,100,Healthy,0,NNL,Santa Rosa,Catfish
Jose Acevedo,MON,36,18,0,0,0,22.1,21,6,22,6,4,0,1,0,0,1,2.42,1.21,87.30000000000001,0,0,0,2022,0.28741092636579574,27,66.30000000000001,5.183333333333334,0,100,Healthy,0,ACB,Montgomery,Earthworm
Diego Cron,MON,28,12,0,0,0,22.0,20,6,21,7,4,1,1,0,0,0,2.45,1.23,86.0,0,0,0,2022,0.2907801418439716,27,66.0,7.75,0,100,Healthy,0,ACB,Montgomery,Earthworm
Jordan Casali,LAF,27,7,2,0,0,22.0,14,5,15,5,1,3,0,0,0,0,2.05,0.86,80.0,0,0,0,2022,0.2227979274611399,19,66.0,12.142857142857142,0,100,Healthy,0,NNL,Lafayette,Sockeye salmon
Jordan Trivino,LOU,33,24,0,0,0,22.0,23,8,24,4,2,0,2,0,0,6,3.27,1.23,89.0,0,0,0,2022,0.2907801418439716,27,66.0,3.875,0,100,Healthy,0,NNL,Louisville,Swallow
David Iglesias,VIC,32,19,0,0,0,21.2,27,16,18,14,5,3,1,0,1,2,6.65,1.89,90.6,0,0,0,2022,0.38650306748466257,41,63.599999999999994,5.505263157894737,0,100,Healthy,0,ACB,Victorville,Mastodon
Stephen Civale,LAF,31,25,0,0,0,21.2,18,4,22,10,1,1,2,1,1,2,1.66,1.29,81.6,0,0,0,2022,0.30069930069930073,28,63.599999999999994,3.6639999999999997,0,100,Healthy,0,NNL,Lafayette,Sockeye salmon
Garrett Pivetta,TOR,40,28,0,0,0,21.2,19,10,26,10,3,2,2,0,1,6,4.15,1.34,82.6,0,0,0,2022,0.30875576036866365,29,63.599999999999994,3.307142857142857,0,100,Healthy,0,ACB,Torrance,Hare
Aroldis Sanders,SIM,36,24,0,0,0,21.1,27,17,11,6,2,1,2,3,3,4,7.17,1.55,90.30000000000001,0,0,0,2022,0.34065934065934067,33,63.300000000000004,4.0125,0,100,Healthy,0,ACB,Simi Valley,Dog
Javier Montas,AKR,27,22,0,0,0,21.1,26,13,21,10,4,2,3,1,1,1,5.48,1.69,89.30000000000001,0,0,0,2022,0.36034115138592754,36,63.300000000000004,4.513636363636365,0,100,Healthy,0,NNL,Akron,Lungfish
Tylor Keller,FAY,26,4,4,0,0,21.0,23,12,9,10,4,2,2,0,0,0,5.14,1.57,86.0,0,0,0,2022,0.3435448577680525,33,63.0,24.0,0,100,Healthy,0,ACB,Fayetteville,Fancy mouse
Salvador Bleday,CAN,25,10,0,0,0,21.0,21,17,19,6,9,1,2,1,0,0,7.29,1.29,84.0,0,0,0,2022,0.30069930069930073,27,63.0,9.0,0,100,Healthy,0,NNL,Canton,Donkey
Alex Cole,CHE,32,22,0,0,0,21.0,15,11,28,14,4,3,0,0,1,0,4.71,1.38,78.0,0,0,0,2022,0.3150684931506849,29,63.0,4.181818181818182,0,100,Healthy,0,NNL,Chesapeake,Viper
Jose Adames,MON,32,19,1,0,0,20.2,24,11,20,6,3,1,1,0,1,1,4.79,1.45,84.6,0,0,0,2022,0.32584269662921345,30,60.599999999999994,4.768421052631578,0,100,Healthy,0,ACB,Montgomery,Earthworm
Humberto Garcia,CAN,27,17,2,0,0,20.2,12,5,18,10,2,0,0,0,0,4,2.18,1.06,72.6,0,0,0,2022,0.2610837438423645,22,60.599999999999994,4.858823529411764,0,100,Healthy,0,NNL,Canton,Donkey
Luis Vogelbach,GRA,33,22,0,0,0,20.2,21,14,10,9,3,3,1,0,1,3,6.1,1.45,81.6,0,0,0,2022,0.32584269662921345,30,60.599999999999994,4.118181818181818,0,100,Healthy,0,NNL,Grayslake,Whitefish
Kevin Gomber,MOR,28,19,0,0,0,20.2,21,11,20,10,1,0,1,0,0,4,4.79,1.5,81.6,0,0,0,2022,0.3333333333333333,31,60.599999999999994,4.821052631578947,0,100,Healthy,0,NNL,Moreno Valley,Quail
Spencer Walls,TEM,23,9,2,0,0,20.2,15,7,20,5,4,0,0,0,0,0,3.05,0.97,75.6,0,0,0,2022,0.2443324937027708,20,60.599999999999994,8.955555555555556,0,100,Healthy,0,NNL,Tempe,Mockingbird
Archie Koenig,GRA,27,4,4,0,0,20.1,14,8,17,10,3,2,0,0,0,0,3.54,1.18,74.30000000000001,0,0,0,2022,0.2822966507177034,24,60.300000000000004,21.075000000000003,0,100,Healthy,0,NNL,Grayslake,Whitefish
Jovani Plesac,PHO,28,25,0,0,0,20.1,25,19,12,10,3,3,0,1,1,6,8.41,1.72,85.30000000000001,0,0,0,2022,0.364406779661017,35,60.300000000000004,3.8120000000000003,0,100,Healthy,0,NNL,Phoenix,Water buffalo breeds
Corbin Loup,LOU,24,7,2,0,0,20.1,15,2,22,7,0,2,0,0,0,1,0.89,1.08,75.30000000000001,0,0,0,2022,0.2647058823529412,22,60.300000000000004,11.757142857142858,0,100,Healthy,0,NNL,Louisville,Swallow
Edward Hendricks,COL,30,12,0,0,0,20.1,25,16,16,10,3,1,0,1,0,0,7.08,1.72,85.30000000000001,0,0,0,2022,0.364406779661017,35,60.300000000000004,7.941666666666667,0,100,Healthy,0,ACB,Columbus,Domestic dromedary camel
Luis Wade,AKR,23,6,6,0,0,20.0,26,18,11,13,6,1,2,0,0,0,8.1,1.95,86.0,0,0,0,2022,0.3939393939393939,39,60.0,16.5,0,100,Healthy,0,NNL,Akron,Lungfish
Rodolfo Poteet,CAN,30,5,4,0,0,20.0,36,21,14,11,4,1,3,0,0,0,9.45,2.35,96.0,0,0,0,2022,0.4392523364485982,47,60.0,21.4,0,100,Healthy,0,NNL,Canton,Donkey
P.J. Romine,AKR,33,17,0,0,0,20.0,15,7,14,2,4,3,1,5,3,0,3.15,0.85,75.0,0,0,0,2022,0.22077922077922077,17,60.0,4.529411764705882,0,100,Healthy,0,NNL,Akron,Lungfish
Matt Schrock,HIA,26,18,0,0,0,20.0,23,8,14,2,1,2,0,0,0,1,3.6,1.25,83.0,0,0,0,2022,0.29411764705882354,25,60.0,4.722222222222222,0,100,Healthy,0,ACB,Hialeah,list
Mauricio Gutierrez,COL,30,19,0,0,0,20.0,14,9,29,10,2,1,1,0,2,3,4.05,1.2,74.0,0,0,0,2022,0.2857142857142857,24,60.0,4.421052631578948,0,100,Healthy,0,ACB,Columbus,Domestic dromedary camel
JJ Davis,KAN,26,21,0,0,0,19.2,23,12,21,12,1,0,1,4,3,6,5.49,1.78,80.6,0,0,0,2022,0.3723849372384937,35,57.599999999999994,4.409523809523809,0,100,Healthy,0,ACB,Kansas City,Goldfish
Erich May,GRA,29,23,0,0,0,19.2,34,14,22,5,3,1,0,0,0,2,6.41,1.98,91.6,0,0,0,2022,0.3975903614457831,39,57.599999999999994,4.2,0,100,Healthy,0,ACB,Grayslake,Whitefish
Gavin Gibson,MOR,29,14,0,0,0,19.1,28,12,19,8,0,0,0,0,0,0,5.59,1.86,85.30000000000001,0,0,0,2022,0.38271604938271603,36,57.300000000000004,6.6642857142857155,0,100,Healthy,0,NNL,Moreno Valley,Quail
Pavin Santander,PHO,36,26,0,0,0,19.1,25,14,28,12,4,0,3,0,0,4,6.52,1.91,82.30000000000001,0,0,0,2022,0.38900203665987776,37,57.300000000000004,3.6269230769230774,0,100,Healthy,0,NNL,Phoenix,Water buffalo breeds
Eddy Seabold,MOR,28,17,1,0,0,19.1,16,5,14,5,2,0,1,0,1,2,2.33,1.09,73.30000000000001,0,0,0,2022,0.2665036674816626,21,57.300000000000004,4.605882352941177,0,100,Healthy,0,NNL,Moreno Valley,Quail
Austin Riley,HIA,28,22,0,0,0,19.1,17,7,17,8,3,1,3,6,2,3,3.26,1.29,74.30000000000001,0,0,0,2022,0.30069930069930073,25,57.300000000000004,3.7409090909090916,0,100,Healthy,0,ACB,Hialeah,list
Josh Peralta,CAT,29,14,0,0,0,19.0,30,15,18,7,4,0,1,0,1,1,7.11,1.95,87.0,0,0,0,2022,0.3939393939393939,37,57.0,6.714285714285714,0,100,Healthy,0,NNL,Cathedral City,Vole
Eduardo Cameron,TEM,26,17,0,0,0,19.0,18,4,11,2,1,2,0,0,0,2,1.89,1.05,75.0,0,0,0,2022,0.2592592592592593,20,57.0,4.529411764705882,0,100,Healthy,0,NNL,Tempe,Mockingbird
Mike Carlson,HON,29,21,0,0,0,19.0,17,9,13,6,4,2,0,0,0,4,4.26,1.21,74.0,0,0,0,2022,0.28741092636579574,23,57.0,3.8095238095238093,0,100,Healthy,0,NNL,Honolulu,list
Austin Castro,SIM,32,5,5,0,0,19.0,34,14,17,4,4,0,2,0,0,0,6.63,2.0,91.0,0,0,0,2022,0.4,38,57.0,19.0,0,100,Healthy,0,ACB,Simi Valley,Dog
Adley Urshela,JOL,30,21,0,0,0,18.2,17,10,15,7,1,0,1,2,2,4,4.82,1.29,71.6,0,0,0,2022,0.30069930069930073,24,54.599999999999994,3.7428571428571424,0,100,Healthy,0,NNL,Joliet,Ocelot
Nick Bemboom,SAN,35,4,4,0,0,18.2,27,20,18,7,4,0,2,0,0,0,9.64,1.82,81.6,0,0,0,2022,0.3775933609958506,34,54.599999999999994,22.15,0,100,Healthy,0,NNL,Santa Rosa,Catfish
Tim Santander,MOR,23,5,4,0,0,18.2,23,19,17,10,4,0,2,0,0,0,9.16,1.77,77.6,0,0,0,2022,0.37106918238993714,33,54.599999999999994,17.52,0,100,Healthy,0,NNL,Moreno Valley,Quail
Jake Gott,GRA,30,18,0,0,0,18.2,22,12,19,15,1,0,0,1,1,1,5.79,1.98,76.6,0,0,0,2022,0.3975903614457831,37,54.599999999999994,5.088888888888889,0,100,Healthy,0,ACB,Grayslake,Whitefish
Anthony Espino,FAY,30,19,0,0,0,18.2,34,21,18,6,4,0,0,0,0,1,10.13,2.14,88.6,0,0,0,2022,0.41634241245136183,40,54.599999999999994,4.978947368421053,0,100,Healthy,0,ACB,Fayetteville,Fancy mouse
